manifest_order,prepared_file,prepared_sha256,sample_type,concentration_M,concentration_label,prepared_replicate,prepared_accumulation,source_collection,source_master_path,source_master_column_index,source_master_column_name,source_scan_id,source_date,source_setting,source_replicate,intensity_max_abs_difference,axis_max_abs_difference,axis_match_1e-5,concentration_agrees,expected_calibration_date,expected_calibration_setting,date_matches_expected,setting_matches_expected,lineage_class,scientific_status,source_reuse_count,source_scan_first_prepared_file,source_scan_is_reused,statistical_independence_status
196,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc1.csv,a38c7dc73a6b22bcd46b111aebbcdab031b8f24672c0781315bbfece57ac2a38,blank,0.0,Blank,1,1,master_portable,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv,1,1,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv#1,25-09-24,750_5_5_H,,0.0,4.99989937452483e-07,True,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_match,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
197,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc2.csv,c66c4b328e0d0d83d87a9b1125af20bab94dcddb4ce9821dbf839945e7daa38b,blank,0.0,Blank,1,2,master_portable,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv,2,2,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv#2,25-09-24,750_5_5_H,,0.0,4.99989937452483e-07,True,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_match,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
198,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc3.csv,76a14f9dafb26fb0673d3ed97d43af65f9f460876be909bb13c4481496212c2c,blank,0.0,Blank,1,3,master_portable,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv,3,3,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv#3,25-09-24,750_5_5_H,,0.0,4.99989937452483e-07,True,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_match,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
199,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc4.csv,f9974723926b812ec93abdbb0bc9d97f8e008a29159f6e1c2dd3d151eb7aade7,blank,0.0,Blank,1,4,master_portable,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv,4,4,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv#4,25-09-24,750_5_5_H,,0.0,4.99989937452483e-07,True,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_match,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
200,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc5.csv,57df591066c9087137600fa7ddfb65e6530b39e57d048c415c347cbac9479cfb,blank,0.0,Blank,1,5,master_portable,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv,5,5,Test HS/25-09-24/Blank/AAB_Blank_750_5_5_H.csv#5,25-09-24,750_5_5_H,,0.0,4.99989937452483e-07,True,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_match,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep1_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
201,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc1.csv,a800d484fc6d1f53b3309e152cf3e47a3989280e9e6cefdcc7afe1e952a61290,blank,0.0,Blank,2,1,master_portable,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv,1,1,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv#1,30-09-24,750_5_5_H,,0.0,0.0535730875099034,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
202,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc2.csv,e4ff10fb73cff6bf03f88e1a880bb34960881aa745e85b9b25860f12e1d2ce13,blank,0.0,Blank,2,2,master_portable,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv,2,2,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv#2,30-09-24,750_5_5_H,,0.0,0.0535730875099034,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
203,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc3.csv,a56f13bfa8f2eb6112224a7cd7bf9d469946906853d24faa3a5d383273573e62,blank,0.0,Blank,2,3,master_portable,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv,3,3,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv#3,30-09-24,750_5_5_H,,0.0,0.0535730875099034,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
204,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc4.csv,d1a62b5d08c8059874728721b4f62d9508850c56bf88674fc382e9d3af0ee716,blank,0.0,Blank,2,4,master_portable,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv,4,4,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv#4,30-09-24,750_5_5_H,,0.0,0.0535730875099034,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
205,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc5.csv,1b939f505b48344182f65cea6eaea4a11d110bb680730a4b6eaa2dc49cac027b,blank,0.0,Blank,2,5,master_portable,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv,5,5,Test HS/30-09-24/Blank/AAB_Blank_750_5_5_H.csv#5,30-09-24,750_5_5_H,,0.0,0.0535730875099034,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep2_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
206,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc1.csv,49a8706476cc44968b262dee88f16f7f19fa29d47c824dcd1f1e3bbc4fe2833d,blank,0.0,Blank,3,1,master_portable,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv,1,1,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv#1,18-09-24,750_5_5_H,,0.0,0.1610174642698894,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc1.csv,False,no_exact_reuse_detected_within_prepared_set
207,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc2.csv,77a9e3388a7aa6ee11728dbc36ed46d3849cbfd7a33a6781a53b1eeabc038b25,blank,0.0,Blank,3,2,master_portable,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv,2,2,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv#2,18-09-24,750_5_5_H,,0.0,0.1610174642698894,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc2.csv,False,no_exact_reuse_detected_within_prepared_set
208,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc3.csv,d026c1ec6c7cad4a1a5a8824fb52a0f86808175814a9294b78ddccad4ce5c1c8,blank,0.0,Blank,3,3,master_portable,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv,3,3,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv#3,18-09-24,750_5_5_H,,0.0,0.1610174642698894,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc3.csv,False,no_exact_reuse_detected_within_prepared_set
209,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc4.csv,1237093fbe747cb7e86fd837d90e6d6ec4ae998fa8e2a004c1c096fa3a072762,blank,0.0,Blank,3,4,master_portable,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv,4,4,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv#4,18-09-24,750_5_5_H,,0.0,0.1610174642698894,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc4.csv,False,no_exact_reuse_detected_within_prepared_set
210,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc5.csv,105607d442bed1ff41ae5bbebc79abd56bfd23975c13bd91b74f16be4188f977,blank,0.0,Blank,3,5,master_portable,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv,5,5,Test 4-ATP/18-09-24/Blank/AAB_Blank_750_5_5_H.csv#5,18-09-24,750_5_5_H,,0.0,0.1610174642698894,False,True,03-07-24,750_5_5_L,False,False,exact_intensity_blank_wrong_context_axis_conflict,publication_snapshot_only_missing_context_matched_blank,1,data/quarantine/legacy_snapshot/Calibration curve/Original spectra/blank_rep3_acc5.csv,False,no_exact_reuse_detected_within_prepared_set
